RELEASE_ID,FILE_NAME,SIZE,LOC_ADDED,LOC_ADDED_AVG,LOC_ADDED_MAX,LOC_REMOVED,LOC_REMOVED_AVG,LOC_REMOVED_MAX,LOC_TOUCHED,LOC_TOUCHED_AVG,LOC_TOUCHED_MAX,CHURN,CHURN_AVG,CHURN_MAX,NUMBER_OF_REVISIONS,NUMBER_OF_DEFECT_FIXES,NUMBER_OF_AUTHORS,IS_BUGGY
2,src/java/org/apache/avro/reflect/ReflectDatumReader.java,117,11,3.6666666666666665,6,11,3.6666666666666665,8,22,7.333333333333333,14,6,2.0,3,3,2,1,YES
2,src/java/org/apache/avro/reflect/ReflectDatumWriter.java,65,30,4.285714285714286,16,32,4.571428571428571,18,62,8.857142857142858,22,34,4.857142857142857,14,7,3,1,YES
2,src/java/org/apache/avro/reflect/ReflectRequestor.java,113,34,8.5,18,5,1.25,3,39,9.75,20,29,7.25,16,4,0,1,NO
2,src/java/org/apache/avro/reflect/ReflectResponder.java,128,7,2.3333333333333335,5,2,0.6666666666666666,1,9,3.0,6,5,1.6666666666666667,4,3,0,1,YES
2,src/java/org/apache/avro/specific/ProtocolTask.java,105,3,3.0,3,2,2.0,2,5,5.0,5,1,1.0,1,1,0,1,NO
2,src/java/org/apache/avro/specific/SchemaTask.java,28,1,1.0,1,0,0.0,0,1,1.0,1,1,1.0,1,1,0,1,NO
2,src/java/org/apache/avro/specific/SpecificCompiler.java,287,23,5.75,12,4,1.0,1,27,6.75,13,19,4.75,11,4,0,1,YES
2,src/java/org/apache/avro/specific/SpecificData.java,70,77,38.5,67,6,3.0,6,83,41.5,67,71,35.5,67,2,0,1,YES
2,src/java/org/apache/avro/specific/SpecificDatumReader.java,47,2,1.0,1,2,1.0,1,4,2.0,2,0,0.0,0,2,1,1,YES
2,src/java/org/apache/avro/specific/SpecificDatumWriter.java,35,2,1.0,1,2,1.0,1,4,2.0,2,0,0.0,0,2,1,1,YES
2,src/java/org/apache/avro/specific/SpecificExceptionBase.java,40,2,1.0,1,1,0.5,1,3,1.5,2,1,0.5,1,2,0,1,NO
2,src/java/org/apache/avro/specific/SpecificFixed.java,28,1,1.0,1,0,0.0,0,1,1.0,1,1,1.0,1,1,0,1,NO
2,src/java/org/apache/avro/specific/SpecificRecord.java,27,3,1.5,2,3,1.5,3,6,3.0,5,2,1.0,1,2,0,1,NO
2,src/java/org/apache/avro/specific/SpecificRecordBase.java,71,13,6.5,12,5,2.5,5,18,9.0,17,8,4.0,7,2,0,1,NO
2,src/java/org/apache/avro/specific/SpecificRequestor.java,80,36,7.2,13,11,2.2,7,47,9.4,15,25,5.0,13,5,1,1,YES
2,src/java/org/apache/avro/specific/SpecificResponder.java,40,2,1.0,1,2,1.0,1,4,2.0,2,0,0.0,0,2,1,1,YES
2,src/java/org/apache/avro/util/Utf8.java,87,12,6.0,8,5,2.5,3,17,8.5,11,7,3.5,5,2,0,1,NO
2,src/test/java/org/apache/avro/BarRecord.java,53,55,18.333333333333332,35,2,0.6666666666666666,1,57,19.0,35,53,17.666666666666668,35,3,1,1,YES
2,src/test/java/org/apache/avro/FooRecord.java,47,48,24.0,33,1,0.5,1,49,24.5,33,47,23.5,33,2,1,1,YES
2,src/test/java/org/apache/avro/GenerateBlockingData.java,85,85,85.0,85,0,0.0,0,85,85.0,85,85,85.0,85,1,1,1,YES
2,src/test/java/org/apache/avro/RPCMetaTestPlugin.java,176,176,176.0,176,0,0.0,0,176,176.0,176,176,176.0,176,1,0,1,NO
2,src/test/java/org/apache/avro/RandomData.java,139,2,2.0,2,1,1.0,1,3,3.0,3,1,1.0,1,1,0,1,NO
2,src/test/java/org/apache/avro/TestCompare.java,222,243,81.0,160,21,7.0,13,264,88.0,160,222,74.0,160,3,0,1,NO
2,src/test/java/org/apache/avro/TestDataFile.java,141,4,4.0,4,4,4.0,4,8,8.0,8,0,0.0,0,1,0,1,NO
2,src/test/java/org/apache/avro/TestDataFileReflect.java,176,183,61.0,142,7,2.3333333333333335,4,190,63.333333333333336,142,176,58.666666666666664,142,3,1,1,YES
2,src/test/java/org/apache/avro/TestFsData.java,139,3,3.0,3,5,5.0,5,8,8.0,8,2,2.0,2,1,0,1,NO
2,src/test/java/org/apache/avro/TestProtocolGeneric.java,192,15,7.5,9,15,7.5,9,30,15.0,18,0,0.0,0,2,0,1,NO
2,src/test/java/org/apache/avro/TestProtocolGenericMeta.java,42,42,42.0,42,0,0.0,0,42,42.0,42,42,42.0,42,1,0,1,NO
2,src/test/java/org/apache/avro/TestProtocolReflect.java,39,2,2.0,2,2,2.0,2,4,4.0,4,0,0.0,0,1,0,1,YES
2,src/test/java/org/apache/avro/TestProtocolReflectMeta.java,45,45,45.0,45,0,0.0,0,45,45.0,45,45,45.0,45,1,0,1,NO
2,src/test/java/org/apache/avro/TestProtocolSpecific.java,167,8,4.0,7,8,4.0,7,16,8.0,14,0,0.0,0,2,0,1,YES
2,src/test/java/org/apache/avro/TestProtocolSpecificMeta.java,46,46,46.0,46,0,0.0,0,46,46.0,46,46,46.0,46,1,0,1,NO
2,src/test/java/org/apache/avro/TestReflect.java,155,127,31.75,71,27,6.75,17,154,38.5,88,100,25.0,54,4,1,1,YES
2,src/test/java/org/apache/avro/TestSchema.java,292,76,19.0,37,17,4.25,9,93,23.25,38,59,14.75,37,4,0,1,YES
2,src/test/java/org/apache/avro/io/TestBinaryDecoder.java,78,10,10.0,10,10,10.0,10,20,20.0,20,0,0.0,0,1,0,1,NO
2,src/test/java/org/apache/avro/io/TestBlockingIO.java,483,45,45.0,45,29,29.0,29,74,74.0,74,16,16.0,16,1,0,1,NO
2,src/test/java/org/apache/avro/io/TestBlockingIO2.java,163,163,163.0,163,0,0.0,0,163,163.0,163,163,163.0,163,1,1,1,YES
2,src/test/java/org/apache/avro/io/TestResolvingIO.java,213,195,97.5,155,342,171.0,249,537,268.5,404,147,73.5,94,2,0,1,NO
2,src/test/java/org/apache/avro/io/TestResolvingIO_resolving.java,120,120,60.0,103,0,0.0,0,120,60.0,103,120,60.0,103,2,0,1,NO
2,src/test/java/org/apache/avro/io/TestValidatingIO.java,844,435,217.5,361,238,119.0,189,673,336.5,550,197,98.5,172,2,0,1,NO
